campaign,kit_id,transect_location,sample_type,collected,sample_method
EC1,K047,water,water,TRUE,bottle_1l
EC1,K047,water,water,TRUE,bottle_125ml
EC1,K047,water,water,TRUE,filter
EC1,K047,sediment,sediment,TRUE,jar
EC1,K047,sediment,sediment,TRUE,bag
EC1,K047,wetland,soil,TRUE,jar
EC1,K047,wetland,soil,TRUE,bag
EC1,K047,wetland,soil,TRUE,hyprop
EC1,K047,transition,soil,TRUE,jar
EC1,K047,transition,soil,TRUE,bag
EC1,K047,transition,soil,TRUE,hyprop
EC1,K047,upland,soil,TRUE,jar
EC1,K047,upland,soil,TRUE,bag
EC1,K047,upland,soil,TRUE,hyprop
EC1,K048,water,water,TRUE,vial_40ml
EC1,K048,water,water,TRUE,vial_15ml
EC1,K048,water,water,TRUE,bottle_1l
EC1,K048,water,water,TRUE,bottle_125ml
EC1,K048,water,water,TRUE,filter
EC1,K048,sediment,sediment,TRUE,jar
EC1,K048,sediment,sediment,TRUE,bag
EC1,K048,wetland,soil,TRUE,jar
EC1,K048,wetland,soil,TRUE,bag
EC1,K048,wetland,soil,TRUE,hyprop
EC1,K048,transition,soil,TRUE,jar
EC1,K048,transition,soil,TRUE,bag
EC1,K048,transition,soil,TRUE,hyprop
EC1,K048,upland,soil,TRUE,jar
EC1,K048,upland,soil,TRUE,bag
EC1,K048,upland,soil,TRUE,hyprop
EC1,K049,water,water,TRUE,vial_40ml
EC1,K049,water,water,TRUE,vial_15ml
EC1,K049,water,water,TRUE,bottle_1l
EC1,K049,water,water,TRUE,bottle_125ml
EC1,K049,water,water,TRUE,filter
EC1,K049,sediment,sediment,TRUE,jar
EC1,K049,sediment,sediment,TRUE,bag
EC1,K049,wetland,soil,TRUE,jar
EC1,K049,wetland,soil,TRUE,bag
EC1,K049,wetland,soil,TRUE,hyprop
EC1,K049,transition,soil,TRUE,jar
EC1,K049,transition,soil,TRUE,bag
EC1,K049,transition,soil,TRUE,hyprop
EC1,K049,upland,soil,TRUE,jar
EC1,K049,upland,soil,TRUE,bag
EC1,K049,upland,soil,TRUE,hyprop
EC1,K050,water,water,TRUE,vial_40ml
EC1,K050,water,water,TRUE,vial_15ml
EC1,K050,water,water,TRUE,bottle_1l
EC1,K050,water,water,TRUE,bottle_125ml
EC1,K050,water,water,TRUE,filter
EC1,K050,sediment,sediment,TRUE,jar
EC1,K050,sediment,sediment,TRUE,bag
EC1,K050,wetland,soil,TRUE,jar
EC1,K050,wetland,soil,TRUE,bag
EC1,K050,wetland,soil,TRUE,hyprop
EC1,K050,transition,soil,TRUE,jar
EC1,K050,transition,soil,TRUE,bag
EC1,K050,transition,soil,TRUE,hyprop
EC1,K050,upland,soil,TRUE,jar
EC1,K050,upland,soil,TRUE,bag
EC1,K050,upland,soil,TRUE,hyprop
EC1,K051,water,water,TRUE,vial_40ml
EC1,K051,water,water,TRUE,vial_15ml
EC1,K051,water,water,TRUE,bottle_1l
EC1,K051,water,water,TRUE,bottle_125ml
EC1,K051,water,water,TRUE,filter
EC1,K051,sediment,sediment,TRUE,jar
EC1,K051,sediment,sediment,TRUE,bag
EC1,K051,wetland,soil,TRUE,jar
EC1,K051,wetland,soil,TRUE,bag
EC1,K051,wetland,soil,TRUE,hyprop
EC1,K051,transition,soil,TRUE,jar
EC1,K051,transition,soil,TRUE,bag
EC1,K051,transition,soil,TRUE,hyprop
EC1,K051,upland,soil,TRUE,jar
EC1,K051,upland,soil,TRUE,bag
EC1,K051,upland,soil,TRUE,hyprop
EC1,K052,water,water,TRUE,vial_40ml
EC1,K052,water,water,TRUE,vial_15ml
EC1,K052,water,water,TRUE,bottle_1l
EC1,K052,water,water,TRUE,bottle_125ml
EC1,K052,water,water,TRUE,filter
EC1,K052,sediment,sediment,TRUE,jar
EC1,K052,sediment,sediment,TRUE,bag
EC1,K052,wetland,soil,TRUE,jar
EC1,K052,wetland,soil,TRUE,bag
EC1,K052,wetland,soil,TRUE,hyprop
EC1,K052,transition,soil,TRUE,jar
EC1,K052,transition,soil,TRUE,bag
EC1,K052,transition,soil,TRUE,hyprop
EC1,K052,upland,soil,TRUE,jar
EC1,K052,upland,soil,TRUE,bag
EC1,K052,upland,soil,TRUE,hyprop
EC1,K053,water,water,TRUE,vial_40ml
EC1,K053,water,water,TRUE,vial_15ml
EC1,K053,water,water,TRUE,bottle_1l
EC1,K053,water,water,TRUE,bottle_125ml
EC1,K053,water,water,TRUE,filter
EC1,K053,sediment,sediment,TRUE,jar
EC1,K053,sediment,sediment,TRUE,bag
EC1,K053,wetland,soil,TRUE,jar
EC1,K053,wetland,soil,TRUE,bag
EC1,K053,wetland,soil,TRUE,hyprop
EC1,K053,transition,soil,TRUE,jar
EC1,K053,transition,soil,TRUE,bag
EC1,K053,transition,soil,TRUE,hyprop
EC1,K053,upland,soil,TRUE,jar
EC1,K053,upland,soil,TRUE,bag
EC1,K053,upland,soil,TRUE,hyprop
EC1,K054,water,water,TRUE,vial_40ml
EC1,K054,water,water,TRUE,vial_15ml
EC1,K054,water,water,TRUE,bottle_1l
EC1,K054,water,water,TRUE,bottle_125ml
EC1,K054,water,water,TRUE,filter
EC1,K054,sediment,sediment,TRUE,jar
EC1,K054,sediment,sediment,TRUE,bag
EC1,K054,wetland,soil,TRUE,jar
EC1,K054,wetland,soil,TRUE,bag
EC1,K054,wetland,soil,TRUE,hyprop
EC1,K054,transition,soil,TRUE,jar
EC1,K054,transition,soil,TRUE,bag
EC1,K054,transition,soil,TRUE,hyprop
EC1,K054,upland,soil,TRUE,jar
EC1,K054,upland,soil,TRUE,bag
EC1,K054,upland,soil,TRUE,hyprop
EC1,K055,water,water,FALSE,vial_40ml
EC1,K055,water,water,FALSE,vial_15ml
EC1,K055,water,water,FALSE,bottle_1l
EC1,K055,water,water,FALSE,bottle_125ml
EC1,K055,water,water,FALSE,filter
EC1,K055,sediment,sediment,FALSE,jar
EC1,K055,sediment,sediment,FALSE,bag
EC1,K055,wetland,soil,FALSE,jar
EC1,K055,wetland,soil,FALSE,bag
EC1,K055,wetland,soil,FALSE,hyprop
EC1,K055,transition,soil,FALSE,jar
EC1,K055,transition,soil,FALSE,bag
EC1,K055,transition,soil,FALSE,hyprop
EC1,K055,upland,soil,TRUE,jar
EC1,K055,upland,soil,TRUE,bag
EC1,K055,upland,soil,TRUE,hyprop
EC1,K056,water,water,TRUE,vial_40ml
EC1,K056,water,water,TRUE,vial_15ml
EC1,K056,water,water,TRUE,bottle_1l
EC1,K056,water,water,TRUE,bottle_125ml
EC1,K056,water,water,TRUE,filter
EC1,K056,sediment,sediment,TRUE,jar
EC1,K056,sediment,sediment,TRUE,bag
EC1,K056,wetland,soil,TRUE,jar
EC1,K056,wetland,soil,TRUE,bag
EC1,K056,wetland,soil,TRUE,hyprop
EC1,K056,transition,soil,TRUE,jar
EC1,K056,transition,soil,TRUE,bag
EC1,K056,transition,soil,TRUE,hyprop
EC1,K056,upland,soil,TRUE,jar
EC1,K056,upland,soil,TRUE,bag
EC1,K056,upland,soil,TRUE,hyprop
EC1,K057,water,water,TRUE,vial_40ml
EC1,K057,water,water,TRUE,vial_15ml
EC1,K057,water,water,TRUE,bottle_1l
EC1,K057,water,water,TRUE,bottle_125ml
EC1,K057,water,water,TRUE,filter
EC1,K057,sediment,sediment,FALSE,jar
EC1,K057,sediment,sediment,FALSE,bag
EC1,K057,wetland,soil,FALSE,jar
EC1,K057,wetland,soil,FALSE,bag
EC1,K057,wetland,soil,FALSE,hyprop
EC1,K057,transition,soil,FALSE,jar
EC1,K057,transition,soil,FALSE,bag
EC1,K057,transition,soil,FALSE,hyprop
EC1,K057,upland,soil,FALSE,jar
EC1,K057,upland,soil,FALSE,bag
EC1,K057,upland,soil,FALSE,hyprop
EC1,K058,water,water,TRUE,vial_40ml
EC1,K058,water,water,TRUE,vial_15ml
EC1,K058,water,water,TRUE,bottle_1l
EC1,K058,water,water,TRUE,bottle_125ml
EC1,K058,water,water,TRUE,filter
EC1,K058,sediment,sediment,TRUE,jar
EC1,K058,sediment,sediment,TRUE,bag
EC1,K058,wetland,soil,TRUE,jar
EC1,K058,wetland,soil,TRUE,bag
EC1,K058,wetland,soil,TRUE,hyprop
EC1,K058,transition,soil,TRUE,jar
EC1,K058,transition,soil,TRUE,bag
EC1,K058,transition,soil,TRUE,hyprop
EC1,K058,upland,soil,TRUE,jar
EC1,K058,upland,soil,TRUE,bag
EC1,K058,upland,soil,TRUE,hyprop
EC1,K059,water,water,TRUE,vial_40ml
EC1,K059,water,water,TRUE,vial_15ml
EC1,K059,water,water,TRUE,bottle_1l
EC1,K059,water,water,TRUE,bottle_125ml
EC1,K059,water,water,TRUE,filter
EC1,K059,sediment,sediment,TRUE,jar
EC1,K059,sediment,sediment,TRUE,bag
EC1,K059,wetland,soil,TRUE,jar
EC1,K059,wetland,soil,TRUE,bag
EC1,K059,wetland,soil,TRUE,hyprop
EC1,K059,transition,soil,TRUE,jar
EC1,K059,transition,soil,TRUE,bag
EC1,K059,transition,soil,TRUE,hyprop
EC1,K059,upland,soil,TRUE,jar
EC1,K059,upland,soil,TRUE,bag
EC1,K059,upland,soil,TRUE,hyprop
EC1,K060,water,water,TRUE,vial_40ml
EC1,K060,water,water,TRUE,vial_15ml
EC1,K060,water,water,TRUE,bottle_1l
EC1,K060,water,water,TRUE,bottle_125ml
EC1,K060,water,water,TRUE,filter
EC1,K060,sediment,sediment,TRUE,jar
EC1,K060,sediment,sediment,TRUE,bag
EC1,K060,wetland,soil,TRUE,jar
EC1,K060,wetland,soil,TRUE,bag
EC1,K060,wetland,soil,TRUE,hyprop
EC1,K060,transition,soil,FALSE,jar
EC1,K060,transition,soil,FALSE,bag
EC1,K060,transition,soil,FALSE,hyprop
EC1,K060,upland,soil,FALSE,jar
EC1,K060,upland,soil,FALSE,bag
EC1,K060,upland,soil,FALSE,hyprop
EC1,K061,water,water,TRUE,vial_40ml
EC1,K061,water,water,TRUE,vial_15ml
EC1,K061,water,water,TRUE,bottle_1l
EC1,K061,water,water,TRUE,bottle_125ml
EC1,K061,water,water,TRUE,filter
EC1,K061,sediment,sediment,TRUE,jar
EC1,K061,sediment,sediment,TRUE,bag
EC1,K061,wetland,soil,TRUE,jar
EC1,K061,wetland,soil,TRUE,bag
EC1,K061,wetland,soil,TRUE,hyprop
EC1,K061,transition,soil,TRUE,jar
EC1,K061,transition,soil,TRUE,bag
EC1,K061,transition,soil,TRUE,hyprop
EC1,K061,upland,soil,TRUE,jar
EC1,K061,upland,soil,TRUE,bag
EC1,K061,upland,soil,TRUE,hyprop
EC1,K062,water,water,TRUE,vial_40ml
EC1,K062,water,water,TRUE,vial_15ml
EC1,K062,water,water,TRUE,bottle_1l
EC1,K062,water,water,TRUE,bottle_125ml
EC1,K062,water,water,TRUE,filter
EC1,K062,sediment,sediment,TRUE,jar
EC1,K062,sediment,sediment,TRUE,bag
EC1,K062,wetland,soil,TRUE,jar
EC1,K062,wetland,soil,TRUE,bag
EC1,K062,wetland,soil,TRUE,hyprop
EC1,K062,transition,soil,TRUE,jar
EC1,K062,transition,soil,TRUE,bag
EC1,K062,transition,soil,TRUE,hyprop
EC1,K062,upland,soil,TRUE,jar
EC1,K062,upland,soil,TRUE,bag
EC1,K062,upland,soil,TRUE,hyprop
