EX	EM	
722	503.141	0
722	505.47	0
722	507.8	0
722	510.13	0
722	512.461	0
722	514.792	0
722	517.124	0
722	519.457	0
722	521.79	0
722	524.124	0
722	526.458	0
722	528.794	0
722	531.129	0
722	533.466	0
722	535.803	0
722	538.14	0
722	540.479	0
722	542.817	0
722	545.157	0
722	547.497	0
722	549.838	0
722	552.179	0
722	554.521	0
722	556.863	0
722	559.206	0
722	561.549	0
722	563.893	0
722	566.238	0
722	568.583	0
722	570.929	0
722	573.276	0
722	575.622	0
722	577.97	0
722	580.318	0
722	582.666	0
722	585.016	0
722	587.365	0
722	589.715	0
722	592.066	0
722	594.417	0
722	596.769	0
722	599.121	0
722	601.474	0
722	603.828	0
722	606.181	0
722	608.536	0
722	610.891	0
722	613.246	0
722	615.602	0
722	617.958	0
722	620.315	0
722	622.672	0
722	625.03	0
722	627.388	0
722	629.747	0
722	632.106	0
722	634.466	0
722	636.826	0
722	639.187	0
722	641.548	0
722	643.91	0
722	646.272	0
722	648.634	0
722	650.997	0
722	653.361	0
722	655.724	0
722	658.089	0
722	660.453	0
722	662.818	0
722	665.184	0
722	667.55	0
722	669.916	0
722	672.283	0
722	674.65	0
722	677.018	0
722	679.386	0
722	681.754	0
722	684.123	0
722	686.492	0
722	688.862	0
722	691.232	0
722	693.602	0
722	695.973	0
722	698.344	0
722	700.716	0
722	703.088	0
722	705.46	0
722	707.832	0
722	710.205	0
722	712.579	0
722	714.952	0
722	717.326	0
722	719.701	0
722	722.075	0
722	724.45	0
722	726.826	0
722	729.201	0
722	731.577	0
722	733.954	-7.58818622725572E-4
722	736.33	8.41838038301061E-5
722	738.707	7.26317977184002E-4
722	741.085	5.17233258035903E-4
722	743.462	-5.22857633564525E-4
722	745.84	-8.82354467994806E-5
722	748.218	0.00136244941048934
722	750.597	4.41291675633104E-4
722	752.975	9.46284277393621E-4
722	755.355	-7.69705246280479E-4
722	757.734	-0.00350055765171557
722	760.113	3.25457467772367E-4
722	762.493	-0.00139995656838947
722	764.874	0.00108856780209307
722	767.254	-0.00128481251936014
722	769.635	-0.00153783900246807
722	772.016	6.78096779936259E-4
722	774.397	-0.0011705676420273
722	776.778	-4.91018206308004E-4
722	779.16	0.00109436070332391
722	781.542	5.99335269609786E-4
722	783.924	0.0020639060317342
722	786.307	1.52202123255623E-4
722	788.689	-0.00148135536225795
722	791.072	-5.73325699802108E-4
722	793.455	-0.00141795128281055
722	795.839	-1.5846586770999E-4
722	798.222	2.07838320820908E-4
722	800.606	-0.00164286748082308
722	802.99	-1.40854960512286E-4
722	805.374	2.80950008886889E-4
722	807.759	-0.00103226075712319
722	810.143	0.00164265752186798
722	812.528	7.97793800683254E-4
722	814.913	-7.97970012581205E-4
722	817.298	0.00201817123594943
722	819.684	-0.0015954762035903
722	822.069	6.10324806787646E-4
722	824.455	0.00140864902657106
722	826.841	-0.00267502834145339
719	247.111	0
719	249.35	0
719	251.589	0
719	253.829	0
719	256.071	0
719	258.313	0
719	260.556	0
719	262.8	0
719	265.045	0
719	267.291	0
719	269.538	0
719	271.785	0
719	274.034	0
719	276.284	0
719	278.534	0
719	280.785	0
719	283.038	0
719	285.291	0
719	287.545	0
719	289.8	0
719	292.056	0
719	294.313	0
719	296.571	0
719	298.83	0
719	301.089	0
719	303.35	0
719	305.611	0
719	307.873	0
719	310.137	0
719	312.401	0
719	314.665	0
719	316.931	0
719	319.198	0
719	321.465	0
719	323.734	0
719	326.003	0
719	328.273	0
719	330.544	0
719	332.816	0
719	335.089	0
719	337.363	0
719	339.637	0
719	341.912	0
719	344.189	0
719	346.466	0
719	348.743	0
719	351.022	0
719	353.302	0
719	355.582	0
719	357.863	0
719	360.145	0
719	362.428	0
719	364.712	0
719	366.996	0
719	369.282	0
719	371.568	0
719	373.855	0
719	376.143	0
719	378.431	0
719	380.721	0
719	383.011	0
719	385.302	0
719	387.594	0
719	389.886	0
719	392.18	0
719	394.474	0
719	396.769	0
719	399.064	0
719	401.361	0
719	403.658	0
719	405.956	0
719	408.255	0
719	410.555	0
719	412.855	0
719	415.157	0
719	417.459	0
719	419.761	0
719	422.065	0
719	424.369	0
719	426.674	0
719	428.98	0
719	431.286	0
719	433.593	0
719	435.901	0
719	438.21	0
719	440.519	0
719	442.83	0
719	445.141	0
719	447.452	0
719	449.764	0
719	452.078	0
719	454.391	0
719	456.706	0
719	459.021	0
719	461.337	0
719	463.654	0
719	465.971	0
719	468.289	0
719	470.608	0
719	472.927	0
719	475.247	0
719	477.568	0
719	479.889	0
719	482.212	0
719	484.534	0
719	486.858	0
719	489.182	0
719	491.507	0
719	493.833	0
719	496.159	0
719	498.486	0
719	500.813	0
719	503.141	0
719	505.47	0
719	507.8	0
719	510.13	0
719	512.461	0
719	514.792	0
719	517.124	0
719	519.457	0
719	521.79	0
719	524.124	0
719	526.458	0
719	528.794	0
719	531.129	0
719	533.466	0
719	535.803	0
719	538.14	0
719	540.479	0
719	542.817	0
719	545.157	0
719	547.497	0
719	549.838	0
719	552.179	0
719	554.521	0
719	556.863	0
719	559.206	0
719	561.549	0
719	563.893	0
719	566.238	0
719	568.583	0
719	570.929	0
719	573.276	0
719	575.622	0
719	577.97	0
719	580.318	0
719	582.666	0
719	585.016	0
719	587.365	0
719	589.715	0
719	592.066	0
719	594.417	0
719	596.769	0
719	599.121	0
719	601.474	0
719	603.828	0
719	606.181	0
719	608.536	0
719	610.891	0
719	613.246	0
719	615.602	0
719	617.958	0
719	620.315	0
719	622.672	0
719	625.03	0
719	627.388	0
719	629.747	0
719	632.106	0
719	634.466	0
719	636.826	0
719	639.187	0
719	641.548	0
719	643.91	0
719	646.272	0
719	648.634	0
719	650.997	0
719	653.361	0
719	655.724	0
719	658.089	0
719	660.453	0
719	662.818	0
719	665.184	0
719	667.55	0
719	669.916	0
719	672.283	0
719	674.65	0
719	677.018	0
719	679.386	0
719	681.754	0
719	684.123	0
719	686.492	0
719	688.862	0
719	691.232	0
719	693.602	0
719	695.973	0
719	698.344	0
719	700.716	0
719	703.088	0
719	705.46	0
719	707.832	0
719	710.205	0
719	712.579	0
719	714.952	0
719	717.326	0
719	719.701	0
719	722.075	0
719	724.45	0
719	726.826	0
719	729.201	-4.36009352856439E-5
719	731.577	2.17749497917911E-4
719	733.954	1.75142511494091E-4
719	736.33	-0.00185738611573883
719	738.707	-0.00133558629312672
719	741.085	0.00220140329137076
719	743.462	-6.339494055385E-4
719	745.84	-0.00159726196914628
719	748.218	-7.32228805712174E-4
719	750.597	9.20295989861007E-4
719	752.975	7.5029426323795E-4
719	755.355	0.00132008292090414
719	757.734	-0.00124621364783894
719	760.113	0.0018870780901522
719	762.493	-0.00140821405099696
719	764.874	5.37401469612184E-8
719	767.254	-6.43796945885062E-4
719	769.635	2.00064186024742E-4
719	772.016	5.04449337047198E-4
719	774.397	-0.00157400361279632
719	776.778	-0.00142978512780388
719	779.16	0.00176056440752179
719	781.542	-0.00103911949327308
719	783.924	0.00130958177836238
719	786.307	4.7660291949194E-4
719	788.689	-6.91044789570581E-4
719	791.072	8.67613694443512E-4
719	793.455	5.47909216459604E-5
719	795.839	4.93191870047841E-4
719	798.222	-0.00129702802041023
719	800.606	9.76341086157189E-5
719	802.99	-0.0020024017629545
719	805.374	0.00161161303298799
719	807.759	-0.00126983828644472
719	810.143	3.41939531453706E-4
719	812.528	0.001318936347708
719	814.913	-4.88577594483039E-4
719	817.298	0.00161169765970801
719	819.684	-0.00126974319965933
719	822.069	-8.30402973882478E-4
719	824.455	7.32749409694675E-4
719	826.841	3.42020613425848E-4
716	247.111	0
716	249.35	0
716	251.589	0
716	253.829	0
716	256.071	0
716	258.313	0
716	260.556	0
716	262.8	0
716	265.045	0
716	267.291	0
716	269.538	0
716	271.785	0
716	274.034	0
716	276.284	0
716	278.534	0
716	280.785	0
716	283.038	0
716	285.291	0
716	287.545	0
716	289.8	0
716	292.056	0
716	294.313	0
716	296.571	0
716	298.83	0
716	301.089	0
716	303.35	0
716	305.611	0
716	307.873	0
716	310.137	0
716	312.401	0
716	314.665	0
716	316.931	0
716	319.198	0
716	321.465	0
716	323.734	0
716	326.003	0
716	328.273	0
716	330.544	0
716	332.816	0
716	335.089	0
716	337.363	0
716	339.637	0
716	341.912	0
716	344.189	0
716	346.466	0
716	348.743	0
716	351.022	0
716	353.302	0
716	355.582	0
716	357.863	0
716	360.145	0
716	362.428	0
716	364.712	0
716	366.996	0
716	369.282	0
716	371.568	0
716	373.855	0
716	376.143	0
716	378.431	0
716	380.721	0
716	383.011	0
716	385.302	0
716	387.594	0
716	389.886	0
716	392.18	0
716	394.474	0
716	396.769	0
716	399.064	0
716	401.361	0
716	403.658	0
716	405.956	0
716	408.255	0
716	410.555	0
716	412.855	0
716	415.157	0
716	417.459	0
716	419.761	0
716	422.065	0
716	424.369	0
716	426.674	0
716	428.98	0
716	431.286	0
716	433.593	0
716	435.901	0
716	438.21	0
716	440.519	0
716	442.83	0
716	445.141	0
716	447.452	0
716	449.764	0
716	452.078	0
716	454.391	0
716	456.706	0
716	459.021	0
716	461.337	0
716	463.654	0
716	465.971	0
716	468.289	0
716	470.608	0
716	472.927	0
716	475.247	0
716	477.568	0
716	479.889	0
716	482.212	0
716	484.534	0
716	486.858	0
716	489.182	0
716	491.507	0
716	493.833	0
716	496.159	0
716	498.486	0
716	500.813	0
716	503.141	0
716	505.47	0
716	507.8	0
716	510.13	0
716	512.461	0
716	514.792	0
716	517.124	0
716	519.457	0
716	521.79	0
716	524.124	0
716	526.458	0
716	528.794	0
716	531.129	0
716	533.466	0
716	535.803	0
716	538.14	0
716	540.479	0
716	542.817	0
716	545.157	0
716	547.497	0
716	549.838	0
716	552.179	0
716	554.521	0
716	556.863	0
716	559.206	0
716	561.549	0
716	563.893	0
716	566.238	0
716	568.583	0
716	570.929	0
716	573.276	0
716	575.622	0
716	577.97	0
716	580.318	0
716	582.666	0
716	585.016	0
716	587.365	0
716	589.715	0
716	592.066	0
716	594.417	0
716	596.769	0
716	599.121	0
716	601.474	0
716	603.828	0
716	606.181	0
716	608.536	0
716	610.891	0
716	613.246	0
716	615.602	0
716	617.958	0
716	620.315	0
716	622.672	0
716	625.03	0
716	627.388	0
716	629.747	0
716	632.106	0
716	634.466	0
716	636.826	0
716	639.187	0
716	641.548	0
716	643.91	0
716	646.272	0
716	648.634	0
716	650.997	0
716	653.361	0
716	655.724	0
716	658.089	0
716	660.453	0
716	662.818	0
716	665.184	0
716	667.55	0
716	669.916	0
716	672.283	0
716	674.65	0
716	677.018	0
716	679.386	0
716	681.754	0
716	684.123	0
716	686.492	0
716	688.862	0
716	691.232	0
716	693.602	0
716	695.973	0
716	698.344	0
716	700.716	0
716	703.088	0
716	705.46	0
716	707.832	0
716	710.205	0
716	712.579	0
716	714.952	0
716	717.326	0
716	719.701	0
716	722.075	0
716	724.45	0
716	726.826	9.78136572659688E-4
716	729.201	-7.90820866612107E-4
716	731.577	-5.97656473809578E-4
716	733.954	-9.50512043298416E-4
716	736.33	2.00792146942797E-4
716	738.707	-0.00121911354224051
716	741.085	0.00194660816111214
716	743.462	-0.00103257689975178
716	745.84	-0.00150970153412038
716	748.218	5.73528542003355E-4
716	750.597	-2.10186837143323E-4
716	752.975	-9.62960515012397E-4
716	755.355	6.98937714525521E-4
716	757.734	-5.52925329503217E-5
716	760.113	0.00143489969610028
716	762.493	-5.55925713399197E-5
716	764.874	-8.42252360434891E-4
716	767.254	-6.20718733476434E-4
716	769.635	-0.00131255560044029
716	772.016	-5.80371016266792E-5
716	774.397	-0.00133210446069791
716	776.778	-0.00110703010535549
716	779.16	0.0010036934978577
716	781.542	0.00201500841174021
716	783.924	2.97938810138458E-4
716	786.307	-7.84988007753379E-4
716	788.689	-0.00194001872657327
716	791.072	-0.0015467236632081
716	793.455	0
716	795.839	-3.75562748966128E-4
716	798.222	0.00104803770375917
716	800.606	-8.55539175093786E-8
716	802.99	-1.11158542638545E-4
716	805.374	0.00111385129318358
716	807.759	-0.00261876017524178
716	810.143	0.00122580957334977
716	812.528	6.68978584026354E-4
716	814.913	6.68130748883506E-4
716	817.298	3.89909074842151E-4
716	819.684	-0.00100193418339966
716	822.069	-6.12683666168568E-4
716	824.455	2.22882210912659E-4
716	826.841	7.24667941912542E-4
713	247.111	0
713	249.35	0
713	251.589	0
713	253.829	0
713	256.071	0
713	258.313	0
713	260.556	0
713	262.8	0
713	265.045	0
713	267.291	0
713	269.538	0
713	271.785	0
713	274.034	0
713	276.284	0
713	278.534	0
713	280.785	0
713	283.038	0
713	285.291	0
713	287.545	0
713	289.8	0
713	292.056	0
713	294.313	0
713	296.571	0
713	298.83	0
713	301.089	0
713	303.35	0
713	305.611	0
713	307.873	0
713	310.137	0
713	312.401	0
713	314.665	0
713	316.931	0
713	319.198	0
713	321.465	0
713	323.734	0
713	326.003	0
713	328.273	0
713	330.544	0
713	332.816	0
713	335.089	0
713	337.363	0
713	339.637	0
713	341.912	0
713	344.189	0
713	346.466	0
713	348.743	0
713	351.022	0
713	353.302	0
713	355.582	0
713	357.863	0
713	360.145	0
713	362.428	0
713	364.712	0
713	366.996	0
713	369.282	0
713	371.568	0
713	373.855	0
713	376.143	0
713	378.431	0
713	380.721	0
713	383.011	0
713	385.302	0
713	387.594	0
713	389.886	0
713	392.18	0
713	394.474	0
713	396.769	0
713	399.064	0
713	401.361	0
713	403.658	0
713	405.956	0
713	408.255	0
713	410.555	0
713	412.855	0
713	415.157	0
713	417.459	0
713	419.761	0
713	422.065	0
713	424.369	0
713	426.674	0
713	428.98	0
713	431.286	0
713	433.593	0
713	435.901	0
713	438.21	0
713	440.519	0
713	442.83	0
713	445.141	0
713	447.452	0
713	449.764	0
713	452.078	0
713	454.391	0
713	456.706	0
713	459.021	0
713	461.337	0
713	463.654	0
713	465.971	0
713	468.289	0
713	470.608	0
713	472.927	0
713	475.247	0
713	477.568	0
713	479.889	0
713	482.212	0
713	484.534	0
713	486.858	0
713	489.182	0
713	491.507	0
713	493.833	0
713	496.159	0
713	498.486	0
713	500.813	0
713	503.141	0
713	505.47	0
713	507.8	0
713	510.13	0
713	512.461	0
713	514.792	0
713	517.124	0
713	519.457	0
713	521.79	0
713	524.124	0
713	526.458	0
713	528.794	0
713	531.129	0
713	533.466	0
713	535.803	0
713	538.14	0
713	540.479	0
713	542.817	0
713	545.157	0
713	547.497	0
713	549.838	0
713	552.179	0
713	554.521	0
713	556.863	0
713	559.206	0
713	561.549	0
713	563.893	0
713	566.238	0
713	568.583	0
713	570.929	0
713	573.276	0
713	575.622	0
713	577.97	0
713	580.318	0
713	582.666	0
713	585.016	0
713	587.365	0
713	589.715	0
713	592.066	0
713	594.417	0
713	596.769	0
713	599.121	0
713	601.474	0
713	603.828	0
713	606.181	0
713	608.536	0
713	610.891	0
713	613.246	0
713	615.602	0
713	617.958	0
713	620.315	0
713	622.672	0
713	625.03	0
713	627.388	0
713	629.747	0
713	632.106	0
713	634.466	0
713	636.826	0
713	639.187	0
713	641.548	0
713	643.91	0
713	646.272	0
713	648.634	0
713	650.997	0
713	653.361	0
713	655.724	0
713	658.089	0
713	660.453	0
713	662.818	0
713	665.184	0
713	667.55	0
713	669.916	0
713	672.283	0
713	674.65	0
713	677.018	0
713	679.386	0
713	681.754	0
713	684.123	0
713	686.492	0
713	688.862	0
713	691.232	0
713	693.602	0
713	695.973	0
713	698.344	0
713	700.716	0
713	703.088	0
713	705.46	0
713	707.832	0
713	710.205	0
713	712.579	0
713	714.952	0
713	717.326	0
713	719.701	0
713	722.075	0
713	724.45	0.00115969857806425
713	726.826	0.00238978126702572
713	729.201	-1.84534366983786E-4
713	731.577	-0.00167752684825412
713	733.954	0.00100057219238161
713	736.33	5.68283424633642E-4
713	738.707	-0.00393580490335655
713	741.085	0.00243541045739888
713	743.462	-0.00348463473184593
713	745.84	3.2582544403002E-4
713	748.218	-7.17567275731622E-4
713	750.597	-3.28182220204935E-4
713	752.975	0.00240704000436559
713	755.355	6.05101212181664E-4
713	757.734	-0.00587679296698818
713	760.113	0.00255291090348188
713	762.493	-0.00214626365135559
713	764.874	-0.00245821220060972
713	767.254	-0.00169569094461498
713	769.635	7.14039304478412E-5
713	772.016	0.00223172177562816
713	774.397	-0.00383863490085704
713	776.778	-0.00283861191461504
713	779.16	0.00258443997244628
713	781.542	0.00185198790021818
713	783.924	0.00224219323466334
713	786.307	-0.00165983253878546
713	788.689	-0.00242599419684757
713	791.072	8.50306247813636E-4
713	793.455	-3.1205801254303E-4
713	795.839	0.00148522609932156
713	798.222	0.00300595417695592
713	800.606	-8.35557638018894E-4
713	802.99	-0.0021595024401166
713	805.374	5.57706122230094E-4
713	807.759	0.0010452077519253
713	810.143	8.36676814428451E-4
713	812.528	-0.00222923241629048
713	814.913	-1.38868234147801E-4
713	817.298	0.00167233144958997
713	819.684	-0.00118433630592459
713	822.069	-7.65619026266544E-4
713	824.455	0.00271748590776648
713	826.841	-7.66127935263955E-4
710	247.111	0
710	249.35	0
710	251.589	0
710	253.829	0
710	256.071	0
710	258.313	0
710	260.556	0
710	262.8	0
710	265.045	0
710	267.291	0
710	269.538	0
710	271.785	0
710	274.034	0
710	276.284	0
710	278.534	0
710	280.785	0
710	283.038	0
710	285.291	0
710	287.545	0
710	289.8	0
710	292.056	0
710	294.313	0
710	296.571	0
710	298.83	0
710	301.089	0
710	303.35	0
710	305.611	0
710	307.873	0
710	310.137	0
710	312.401	0
710	314.665	0
710	316.931	0
710	319.198	0
710	321.465	0
710	323.734	0
710	326.003	0
710	328.273	0
710	330.544	0
710	332.816	0
710	335.089	0
710	337.363	0
710	339.637	0
710	341.912	0
710	344.189	0
710	346.466	0
710	348.743	0
710	351.022	0
710	353.302	0
710	355.582	0
710	357.863	0
710	360.145	0
710	362.428	0
710	364.712	0
710	366.996	0
710	369.282	0
710	371.568	0
710	373.855	0
710	376.143	0
710	378.431	0
710	380.721	0
710	383.011	0
710	385.302	0
710	387.594	0
710	389.886	0
710	392.18	0
710	394.474	0
710	396.769	0
710	399.064	0
710	401.361	0
710	403.658	0
710	405.956	0
710	408.255	0
710	410.555	0
710	412.855	0
710	415.157	0
710	417.459	0
710	419.761	0
710	422.065	0
710	424.369	0
710	426.674	0
710	428.98	0
710	431.286	0
710	433.593	0
710	435.901	0
710	438.21	0
710	440.519	0
710	442.83	0
710	445.141	0
710	447.452	0
710	449.764	0
710	452.078	0
710	454.391	0
710	456.706	0
710	459.021	0
710	461.337	0
710	463.654	0
710	465.971	0
710	468.289	0
710	470.608	0
710	472.927	0
710	475.247	0
710	477.568	0
710	479.889	0
710	482.212	0
710	484.534	0
710	486.858	0
710	489.182	0
710	491.507	0
710	493.833	0
710	496.159	0
710	498.486	0
710	500.813	0
710	503.141	0
710	505.47	0
710	507.8	0
710	510.13	0
710	512.461	0
710	514.792	0
710	517.124	0
710	519.457	0
710	521.79	0
710	524.124	0
710	526.458	0
710	528.794	0
710	531.129	0
710	533.466	0
710	535.803	0
710	538.14	0
710	540.479	0
710	542.817	0
710	545.157	0
710	547.497	0
710	549.838	0
710	552.179	0
710	554.521	0
710	556.863	0
710	559.206	0
710	561.549	0
710	563.893	0
710	566.238	0
710	568.583	0
710	570.929	0
710	573.276	0
710	575.622	0
710	577.97	0
710	580.318	0
710	582.666	0
710	585.016	0
710	587.365	0
710	589.715	0
710	592.066	0
710	594.417	0
710	596.769	0
710	599.121	0
710	601.474	0
710	603.828	0
710	606.181	0
710	608.536	0
710	610.891	0
710	613.246	0
710	615.602	0
710	617.958	0
710	620.315	0
710	622.672	0
710	625.03	0
710	627.388	0
710	629.747	0
710	632.106	0
710	634.466	0
710	636.826	0
710	639.187	0
710	641.548	0
710	643.91	0
710	646.272	0
710	648.634	0
710	650.997	0
710	653.361	0
710	655.724	0
710	658.089	0
710	660.453	0
710	662.818	0
710	665.184	0
710	667.55	0
710	669.916	0
710	672.283	0
710	674.65	0
710	677.018	0
710	679.386	0
710	681.754	0
710	684.123	0
710	686.492	0
710	688.862	0
710	691.232	0
710	693.602	0
710	695.973	0
710	698.344	0
710	700.716	0
710	703.088	0
710	705.46	0
710	707.832	0
710	710.205	0
710	712.579	0
710	714.952	0
710	717.326	0
710	719.701	0
710	722.075	-0.00508013739961141
710	724.45	-9.59708299283211E-4
710	726.826	8.04477989953567E-4
710	729.201	0.00113487227312891
710	731.577	-7.33169895841352E-4
710	733.954	-8.07391879370142E-5
710	736.33	-3.3009525395363E-4
710	738.707	-9.16416068243985E-4
710	741.085	0.00260738046647837
710	743.462	-0.00296454049503055
710	745.84	-0.00153748656848141
710	748.218	-0.0017975674995907
710	750.597	-8.61772149739342E-5
710	752.975	-8.70308154877951E-5
710	755.355	-7.9439530493917E-4
710	757.734	-0.00170320463718996
710	760.113	0.00416519950066316
710	762.493	-0.00172574978232379
710	764.874	0.00147429946328647
710	767.254	-0.00176152341643687
710	769.635	-0.00131073948450885
710	772.016	-3.77585366069425E-4
710	774.397	-0.00370702724323868
710	776.778	-0.00391633460393963
710	779.16	0.00164750691923081
710	781.542	-0.00165313941959447
710	783.924	0.00205971556081401
710	786.307	2.96935258916443E-4
710	788.689	-0.00626587217115494
710	791.072	-0.00304444084663768
710	793.455	8.1779274005791E-4
710	795.839	-7.18612463235857E-4
710	798.222	-0.00192237932405167
710	800.606	0.00228593065885366
710	802.99	-0.00164458757435456
710	805.374	-2.7301643561239E-4
710	807.759	-9.14567815415476E-4
710	810.143	0.00557495798556916
710	812.528	1.22797451058174E-7
710	814.913	8.23139687169734E-4
710	817.298	-0.00109667271765812
710	819.684	-0.00347355360186807
710	822.069	1.83212840571269E-4
710	824.455	0.00438708924880201
710	826.841	8.22123144873919E-4
707	247.111	0
707	249.35	0
707	251.589	0
707	253.829	0
707	256.071	0
707	258.313	0
707	260.556	0
707	262.8	0
707	265.045	0
707	267.291	0
707	269.538	0
707	271.785	0
707	274.034	0
707	276.284	0
707	278.534	0
707	280.785	0
707	283.038	0
707	285.291	0
707	287.545	0
707	289.8	0
707	292.056	0
707	294.313	0
707	296.571	0
707	298.83	0
707	301.089	0
707	303.35	0
707	305.611	0
707	307.873	0
707	310.137	0
707	312.401	0
707	314.665	0
707	316.931	0
707	319.198	0
707	321.465	0
707	323.734	0
707	326.003	0
707	328.273	0
707	330.544	0
707	332.816	0
707	335.089	0
707	337.363	0
707	339.637	0
707	341.912	0
707	344.189	0
707	346.466	0
707	348.743	0
707	351.022	0
707	353.302	0
707	355.582	0
707	357.863	0
707	360.145	0
707	362.428	0
707	364.712	0
707	366.996	0
707	369.282	0
707	371.568	0
707	373.855	0
707	376.143	0
707	378.431	0
707	380.721	0
707	383.011	0
707	385.302	0
707	387.594	0
707	389.886	0
707	392.18	0
707	394.474	0
707	396.769	0
707	399.064	0
707	401.361	0
707	403.658	0
707	405.956	0
707	408.255	0
707	410.555	0
707	412.855	0
707	415.157	0
707	417.459	0
707	419.761	0
707	422.065	0
707	424.369	0
707	426.674	0
707	428.98	0
707	431.286	0
707	433.593	0
707	435.901	0
707	438.21	0
707	440.519	0
707	442.83	0
707	445.141	0
707	447.452	0
707	449.764	0
707	452.078	0
707	454.391	0
707	456.706	0
707	459.021	0
707	461.337	0
707	463.654	0
707	465.971	0
707	468.289	0
707	470.608	0
707	472.927	0
707	475.247	0
707	477.568	0
707	479.889	0
707	482.212	0
707	484.534	0
707	486.858	0
707	489.182	0
707	491.507	0
707	493.833	0
707	496.159	0
707	498.486	0
707	500.813	0
707	503.141	0
707	505.47	0
707	507.8	0
707	510.13	0
707	512.461	0
707	514.792	0
707	517.124	0
707	519.457	0
707	521.79	0
707	524.124	0
707	526.458	0
707	528.794	0
707	531.129	0
707	533.466	0
707	535.803	0
707	538.14	0
707	540.479	0
707	542.817	0
707	545.157	0
707	547.497	0
707	549.838	0
707	552.179	0
707	554.521	0
707	556.863	0
707	559.206	0
707	561.549	0
707	563.893	0
707	566.238	0
707	568.583	0
707	570.929	0
707	573.276	0
707	575.622	0
707	577.97	0
707	580.318	0
707	582.666	0
707	585.016	0
707	587.365	0
707	589.715	0
707	592.066	0
707	594.417	0
707	596.769	0
707	599.121	0
707	601.474	0
707	603.828	0
707	606.181	0
707	608.536	0
707	610.891	0
707	613.246	0
707	615.602	0
707	617.958	0
707	620.315	0
707	622.672	0
707	625.03	0
707	627.388	0
707	629.747	0
707	632.106	0
707	634.466	0
707	636.826	0
707	639.187	0
707	641.548	0
707	643.91	0
707	646.272	0
707	648.634	0
707	650.997	0
707	653.361	0
707	655.724	0
707	658.089	0
707	660.453	0
707	662.818	0
707	665.184	0
707	667.55	0
707	669.916	0
707	672.283	0
707	674.65	0
707	677.018	0
707	679.386	0
707	681.754	0
707	684.123	0
707	686.492	0
707	688.862	0
707	691.232	0
707	693.602	0
707	695.973	0
707	698.344	0
707	700.716	0
707	703.088	0
707	705.46	0
707	707.832	0
707	710.205	0
707	712.579	0
707	714.952	0
707	717.326	-0.00201903193350341
707	719.701	9.18084439017694E-4
707	722.075	0.00214888740226815
707	724.45	5.15645750172596E-4
707	726.826	6.21410994561606E-4
707	729.201	-0.00260945258786886
707	731.577	7.36670355493278E-4
707	733.954	0.00190240979644297
707	736.33	-0.00106587818730204
707	738.707	-0.00375677485655861
707	741.085	0.00151674516123483
707	743.462	-0.00207421173727833
707	745.84	-0.00121042884210366
707	748.218	7.7301108458474E-4
707	750.597	-0.00599278377078501
707	752.975	0.00192278286082084
707	755.355	-0.00432053794227958
707	757.734	2.31863775458125E-4
707	760.113	-0.00221740108843019
707	762.493	-5.85436247308695E-4
707	764.874	-9.50786062411608E-4
707	767.254	3.57913392131738E-4
707	769.635	0.0048246613026927
707	772.016	-7.30074780468884E-4
707	774.397	-0.00612323323760172
707	776.778	-4.922491664114E-4
707	779.16	0.00412096304918845
707	781.542	0.00288089509155452
707	783.924	8.84762114905734E-4
707	786.307	-0.00319172643706304
707	788.689	-5.12214979402167E-4
707	791.072	-8.50243922038406E-8
707	793.455	-1.31343140810067E-4
707	795.839	-0.00211443311569124
707	798.222	-0.00404094367308035
707	800.606	-0.00200228287014587
707	802.99	0.00412232584389291
707	805.374	0.00918700343630132
707	807.759	-0.00141336227961025
707	810.143	1.17743270505311E-4
707	812.528	0.00247276499622558
707	814.913	0.00164900558456973
707	817.298	0.00365180204692151
707	819.684	-0.00376918478102461
707	822.069	0.00176722151246402
707	824.455	0.00388684507494558
707	826.841	3.52824572284389E-4
704	247.111	0
704	249.35	0
704	251.589	0
704	253.829	0
704	256.071	0
704	258.313	0
704	260.556	0
704	262.8	0
704	265.045	0
704	267.291	0
704	269.538	0
704	271.785	0
704	274.034	0
704	276.284	0
704	278.534	0
704	280.785	0
704	283.038	0
704	285.291	0
704	287.545	0
704	289.8	0
704	292.056	0
704	294.313	0
704	296.571	0
704	298.83	0
704	301.089	0
704	303.35	0
704	305.611	0
704	307.873	0
704	310.137	0
704	312.401	0
704	314.665	0
704	316.931	0
704	319.198	0
704	321.465	0
704	323.734	0
704	326.003	0
704	328.273	0
704	330.544	0
704	332.816	0
704	335.089	0
704	337.363	0
704	339.637	0
704	341.912	0
704	344.189	0
704	346.466	0
704	348.743	0
704	351.022	0
704	353.302	0
704	355.582	0
704	357.863	0
704	360.145	0
704	362.428	0
704	364.712	0
704	366.996	0
704	369.282	0
704	371.568	0
704	373.855	0
704	376.143	0
704	378.431	0
704	380.721	0
704	383.011	0
704	385.302	0
704	387.594	0
704	389.886	0
704	392.18	0
704	394.474	0
704	396.769	0
704	399.064	0
704	401.361	0
704	403.658	0
704	405.956	0
704	408.255	0
704	410.555	0
704	412.855	0
704	415.157	0
704	417.459	0
704	419.761	0
704	422.065	0
704	424.369	0
704	426.674	0
704	428.98	0
704	431.286	0
704	433.593	0
704	435.901	0
704	438.21	0
704	440.519	0
